Ref_Date,GEO,CHAR,DURATION,Vector,Coordinate,Value
2010,Newfoundland and Labrador,"Educational attainment, community college, CEGEP and others","Total travel (x 1,000)",v52857089,2.34.1,539.0
2006,Newfoundland and Labrador,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857090,2.34.2,257.0
2007,Newfoundland and Labrador,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857090,2.34.2,246.0
2008,Newfoundland and Labrador,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857090,2.34.2,267.0
2009,Newfoundland and Labrador,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857090,2.34.2,311.0
2010,Newfoundland and Labrador,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857090,2.34.2,264.0
2006,Newfoundland and Labrador,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857091,2.35.1,111.0
2007,Newfoundland and Labrador,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857091,2.35.1,105.0
2008,Newfoundland and Labrador,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857091,2.35.1,130.0
2009,Newfoundland and Labrador,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857091,2.35.1,124.0
2010,Newfoundland and Labrador,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857091,2.35.1,118.0
2006,Newfoundland and Labrador,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857092,2.35.2,57.0
2007,Newfoundland and Labrador,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857092,2.35.2,51.0
2008,Newfoundland and Labrador,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857092,2.35.2,48.0
2009,Newfoundland and Labrador,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857092,2.35.2,53.0
2010,Newfoundland and Labrador,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857092,2.35.2,42.0
2006,Newfoundland and Labrador,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857093,2.36.1,306.0
2007,Newfoundland and Labrador,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857093,2.36.1,335.0
2008,Newfoundland and Labrador,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857093,2.36.1,390.0
2009,Newfoundland and Labrador,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857093,2.36.1,412.0
2010,Newfoundland and Labrador,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857093,2.36.1,373.0
2006,Newfoundland and Labrador,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857094,2.36.2,171.0
2007,Newfoundland and Labrador,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857094,2.36.2,167.0
2008,Newfoundland and Labrador,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857094,2.36.2,207.0
2009,Newfoundland and Labrador,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857094,2.36.2,197.0
2010,Newfoundland and Labrador,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857094,2.36.2,197.0
2006,Newfoundland and Labrador,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857095,2.37.1,193.0
2007,Newfoundland and Labrador,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857095,2.37.1,153.0
2008,Newfoundland and Labrador,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857095,2.37.1,171.0
2009,Newfoundland and Labrador,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857095,2.37.1,213.0
2010,Newfoundland and Labrador,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857095,2.37.1,258.0
2006,Newfoundland and Labrador,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857096,2.37.2,95.0
2007,Newfoundland and Labrador,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857096,2.37.2,82.0
2008,Newfoundland and Labrador,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857096,2.37.2,83.0
2009,Newfoundland and Labrador,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857096,2.37.2,103.0
2010,Newfoundland and Labrador,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857096,2.37.2,149.0
2006,Newfoundland and Labrador,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857097,2.38.1,904.0
2007,Newfoundland and Labrador,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857097,2.38.1,1006.0
2008,Newfoundland and Labrador,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857097,2.38.1,963.0
2009,Newfoundland and Labrador,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857097,2.38.1,1012.0
2010,Newfoundland and Labrador,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857097,2.38.1,1034.0
2006,Newfoundland and Labrador,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857098,2.38.2,479.0
2007,Newfoundland and Labrador,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857098,2.38.2,501.0
2008,Newfoundland and Labrador,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857098,2.38.2,495.0
2009,Newfoundland and Labrador,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857098,2.38.2,500.0
2010,Newfoundland and Labrador,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857098,2.38.2,546.0
2006,Newfoundland and Labrador,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857099,2.39.1,655.0
2007,Newfoundland and Labrador,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857099,2.39.1,636.0
2008,Newfoundland and Labrador,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857099,2.39.1,690.0
2009,Newfoundland and Labrador,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857099,2.39.1,784.0
2010,Newfoundland and Labrador,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857099,2.39.1,833.0
2006,Newfoundland and Labrador,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857100,2.39.2,329.0
2007,Newfoundland and Labrador,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857100,2.39.2,374.0
2008,Newfoundland and Labrador,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857100,2.39.2,330.0
2009,Newfoundland and Labrador,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857100,2.39.2,343.0
2010,Newfoundland and Labrador,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857100,2.39.2,374.0
2006,Newfoundland and Labrador,"Profession, primary occupations","Total travel (x 1,000)",v52857101,2.40.1,167.0
2007,Newfoundland and Labrador,"Profession, primary occupations","Total travel (x 1,000)",v52857101,2.40.1,143.0
2008,Newfoundland and Labrador,"Profession, primary occupations","Total travel (x 1,000)",v52857101,2.40.1,148.0
2009,Newfoundland and Labrador,"Profession, primary occupations","Total travel (x 1,000)",v52857101,2.40.1,138.0
2010,Newfoundland and Labrador,"Profession, primary occupations","Total travel (x 1,000)",v52857101,2.40.1,165.0
2006,Newfoundland and Labrador,"Profession, primary occupations","Overnight travel (x 1,000)",v52857102,2.40.2,59.0
2007,Newfoundland and Labrador,"Profession, primary occupations","Overnight travel (x 1,000)",v52857102,2.40.2,45.0
2008,Newfoundland and Labrador,"Profession, primary occupations","Overnight travel (x 1,000)",v52857102,2.40.2,69.0
2009,Newfoundland and Labrador,"Profession, primary occupations","Overnight travel (x 1,000)",v52857102,2.40.2,41.0
2010,Newfoundland and Labrador,"Profession, primary occupations","Overnight travel (x 1,000)",v52857102,2.40.2,58.0
2006,Newfoundland and Labrador,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857103,2.41.1,501.0
2007,Newfoundland and Labrador,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857103,2.41.1,434.0
2008,Newfoundland and Labrador,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857103,2.41.1,423.0
2009,Newfoundland and Labrador,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857103,2.41.1,457.0
2010,Newfoundland and Labrador,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857103,2.41.1,436.0
2006,Newfoundland and Labrador,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857104,2.41.2,231.0
2007,Newfoundland and Labrador,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857104,2.41.2,154.0
2008,Newfoundland and Labrador,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857104,2.41.2,161.0
2009,Newfoundland and Labrador,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857104,2.41.2,188.0
2010,Newfoundland and Labrador,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857104,2.41.2,151.0
2006,Newfoundland and Labrador,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857105,2.42.1,841.0
2007,Newfoundland and Labrador,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857105,2.42.1,720.0
2008,Newfoundland and Labrador,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857105,2.42.1,782.0
2009,Newfoundland and Labrador,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857105,2.42.1,864.0
2010,Newfoundland and Labrador,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857105,2.42.1,1031.0
2006,Newfoundland and Labrador,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857106,2.42.2,342.0
2007,Newfoundland and Labrador,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857106,2.42.2,328.0
2008,Newfoundland and Labrador,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857106,2.42.2,316.0
2009,Newfoundland and Labrador,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857106,2.42.2,344.0
2010,Newfoundland and Labrador,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857106,2.42.2,378.0
2006,Prince Edward Island,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857107,3.1.1,1018.0
2007,Prince Edward Island,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857107,3.1.1,1057.0
2008,Prince Edward Island,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857107,3.1.1,1082.0
2009,Prince Edward Island,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857107,3.1.1,1196.0
2010,Prince Edward Island,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857107,3.1.1,1091.0
2006,Prince Edward Island,"Travel duration, same day","Total travel (x 1,000)",v52857108,3.2.1,561.0
2007,Prince Edward Island,"Travel duration, same day","Total travel (x 1,000)",v52857108,3.2.1,633.0
2008,Prince Edward Island,"Travel duration, same day","Total travel (x 1,000)",v52857108,3.2.1,637.0
2009,Prince Edward Island,"Travel duration, same day","Total travel (x 1,000)",v52857108,3.2.1,731.0
2010,Prince Edward Island,"Travel duration, same day","Total travel (x 1,000)",v52857108,3.2.1,608.0
2006,Prince Edward Island,"Travel duration, overnight","Total travel (x 1,000)",v52857109,3.3.1,457.0
2007,Prince Edward Island,"Travel duration, overnight","Total travel (x 1,000)",v52857109,3.3.1,424.0
2008,Prince Edward Island,"Travel duration, overnight","Total travel (x 1,000)",v52857109,3.3.1,446.0
2009,Prince Edward Island,"Travel duration, overnight","Total travel (x 1,000)",v52857109,3.3.1,464.0
2010,Prince Edward Island,"Travel duration, overnight","Total travel (x 1,000)",v52857109,3.3.1,484.0
2006,Prince Edward Island,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857110,3.4.1,444.0
2007,Prince Edward Island,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857110,3.4.1,384.0
2008,Prince Edward Island,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857110,3.4.1,385.0
2009,Prince Edward Island,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857110,3.4.1,434.0
2010,Prince Edward Island,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857110,3.4.1,410.0
2006,Prince Edward Island,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857111,3.4.2,368.0
2007,Prince Edward Island,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857111,3.4.2,345.0
2008,Prince Edward Island,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857111,3.4.2,337.0
2009,Prince Edward Island,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857111,3.4.2,384.0
2010,Prince Edward Island,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857111,3.4.2,380.0
2006,Prince Edward Island,"Type of travel, intraprovincial travel","Total travel (x 1,000)",v52857112,3.5.1,574.0
2007,Prince Edward Island,"Type of travel, intraprovincial travel","Total travel (x 1,000)",v52857112,3.5.1,673.0
2008,Prince Edward Island,"Type of travel, intraprovincial travel","Total travel (x 1,000)",v52857112,3.5.1,697.0
2009,Prince Edward Island,"Type of travel, intraprovincial travel","Total travel (x 1,000)",v52857112,3.5.1,762.0
2010,Prince Edward Island,"Type of travel, intraprovincial travel","Total travel (x 1,000)",v52857112,3.5.1,681.0
2006,Prince Edward Island,"Type of travel, intraprovincial travel","Overnight travel (x 1,000)",v52857113,3.5.2,88.0
2007,Prince Edward Island,"Type of travel, intraprovincial travel","Overnight travel (x 1,000)",v52857113,3.5.2,79.0
2008,Prince Edward Island,"Type of travel, intraprovincial travel","Overnight travel (x 1,000)",v52857113,3.5.2,109.0
2009,Prince Edward Island,"Type of travel, intraprovincial travel","Overnight travel (x 1,000)",v52857113,3.5.2,81.0
2010,Prince Edward Island,"Type of travel, intraprovincial travel","Overnight travel (x 1,000)",v52857113,3.5.2,104.0
2006,Prince Edward Island,"Age and sex, males, 18 years and over","Total travel (x 1,000)",v52857114,3.6.1,528.0
2007,Prince Edward Island,"Age and sex, males, 18 years and over","Total travel (x 1,000)",v52857114,3.6.1,532.0
2008,Prince Edward Island,"Age and sex, males, 18 years and over","Total travel (x 1,000)",v52857114,3.6.1,556.0
2009,Prince Edward Island,"Age and sex, males, 18 years and over","Total travel (x 1,000)",v52857114,3.6.1,594.0
2010,Prince Edward Island,"Age and sex, males, 18 years and over","Total travel (x 1,000)",v52857114,3.6.1,499.0
2006,Prince Edward Island,"Age and sex, males, 18 years and over","Overnight travel (x 1,000)",v52857115,3.6.2,238.0
2007,Prince Edward Island,"Age and sex, males, 18 years and over","Overnight travel (x 1,000)",v52857115,3.6.2,200.0
2008,Prince Edward Island,"Age and sex, males, 18 years and over","Overnight travel (x 1,000)",v52857115,3.6.2,210.0
